variantId,model,pn,sourceSheet,sourceRow,isCurrentCampaign,primaryErrorCode,allErrorCodes,rawTextExcerpt,rootCause,requiredAction
ACC-ERR-R110,,N/A,โปร และ เงื่อนไขการตัดขาย,110,YES (CURRENT_BATCH),SOURCE_FORMULA_ERROR,SOURCE_FORMULA_ERROR,#ERROR!,"Upstream Excel formula error (#ERROR!, #REF!, #VALUE!) in discount or price cell",Correct raw Excel formula in sheet 'โปร และ เงื่อนไขการตัดขาย' and re-run parser
ACC-ERR-R111,,N/A,โปร และ เงื่อนไขการตัดขาย,111,YES (CURRENT_BATCH),SOURCE_FORMULA_ERROR,SOURCE_FORMULA_ERROR,#ERROR!,"Upstream Excel formula error (#ERROR!, #REF!, #VALUE!) in discount or price cell",Correct raw Excel formula in sheet 'โปร และ เงื่อนไขการตัดขาย' and re-run parser
ACC-ERR-R112,,N/A,โปร และ เงื่อนไขการตัดขาย,112,YES (CURRENT_BATCH),SOURCE_FORMULA_ERROR,SOURCE_FORMULA_ERROR,#ERROR!,"Upstream Excel formula error (#ERROR!, #REF!, #VALUE!) in discount or price cell",Correct raw Excel formula in sheet 'โปร และ เงื่อนไขการตัดขาย' and re-run parser
ACC-ERR-R113,,N/A,โปร และ เงื่อนไขการตัดขาย,113,YES (CURRENT_BATCH),SOURCE_FORMULA_ERROR,SOURCE_FORMULA_ERROR,#ERROR!,"Upstream Excel formula error (#ERROR!, #REF!, #VALUE!) in discount or price cell",Correct raw Excel formula in sheet 'โปร และ เงื่อนไขการตัดขาย' and re-run parser
ACC-ERR-R114,,N/A,โปร และ เงื่อนไขการตัดขาย,114,YES (CURRENT_BATCH),SOURCE_FORMULA_ERROR,SOURCE_FORMULA_ERROR,#ERROR!,"Upstream Excel formula error (#ERROR!, #REF!, #VALUE!) in discount or price cell",Correct raw Excel formula in sheet 'โปร และ เงื่อนไขการตัดขาย' and re-run parser
ACC-ERR-R115,,N/A,โปร และ เงื่อนไขการตัดขาย,115,YES (CURRENT_BATCH),SOURCE_FORMULA_ERROR,SOURCE_FORMULA_ERROR,#ERROR!,"Upstream Excel formula error (#ERROR!, #REF!, #VALUE!) in discount or price cell",Correct raw Excel formula in sheet 'โปร และ เงื่อนไขการตัดขาย' and re-run parser
ACC-ERR-R116,,N/A,โปร และ เงื่อนไขการตัดขาย,116,YES (CURRENT_BATCH),SOURCE_FORMULA_ERROR,SOURCE_FORMULA_ERROR,#ERROR!,"Upstream Excel formula error (#ERROR!, #REF!, #VALUE!) in discount or price cell",Correct raw Excel formula in sheet 'โปร และ เงื่อนไขการตัดขาย' and re-run parser
ACC-ERR-R117,,N/A,โปร และ เงื่อนไขการตัดขาย,117,YES (CURRENT_BATCH),SOURCE_FORMULA_ERROR,SOURCE_FORMULA_ERROR,#ERROR!,"Upstream Excel formula error (#ERROR!, #REF!, #VALUE!) in discount or price cell",Correct raw Excel formula in sheet 'โปร และ เงื่อนไขการตัดขาย' and re-run parser
ACC-ERR-R118,,N/A,โปร และ เงื่อนไขการตัดขาย,118,YES (CURRENT_BATCH),SOURCE_FORMULA_ERROR,SOURCE_FORMULA_ERROR,#ERROR!,"Upstream Excel formula error (#ERROR!, #REF!, #VALUE!) in discount or price cell",Correct raw Excel formula in sheet 'โปร และ เงื่อนไขการตัดขาย' and re-run parser
ACC-ERR-R119,,N/A,โปร และ เงื่อนไขการตัดขาย,119,YES (CURRENT_BATCH),SOURCE_FORMULA_ERROR,SOURCE_FORMULA_ERROR,#ERROR!,"Upstream Excel formula error (#ERROR!, #REF!, #VALUE!) in discount or price cell",Correct raw Excel formula in sheet 'โปร และ เงื่อนไขการตัดขาย' and re-run parser
ACC-ERR-R120,,N/A,โปร และ เงื่อนไขการตัดขาย,120,YES (CURRENT_BATCH),SOURCE_FORMULA_ERROR,SOURCE_FORMULA_ERROR,#ERROR!,"Upstream Excel formula error (#ERROR!, #REF!, #VALUE!) in discount or price cell",Correct raw Excel formula in sheet 'โปร และ เงื่อนไขการตัดขาย' and re-run parser
ACC-ERR-R121,,N/A,โปร และ เงื่อนไขการตัดขาย,121,YES (CURRENT_BATCH),SOURCE_FORMULA_ERROR,SOURCE_FORMULA_ERROR,#ERROR!,"Upstream Excel formula error (#ERROR!, #REF!, #VALUE!) in discount or price cell",Correct raw Excel formula in sheet 'โปร และ เงื่อนไขการตัดขาย' and re-run parser
ACC-ERR-R122,,N/A,โปร และ เงื่อนไขการตัดขาย,122,YES (CURRENT_BATCH),SOURCE_FORMULA_ERROR,SOURCE_FORMULA_ERROR,#ERROR!,"Upstream Excel formula error (#ERROR!, #REF!, #VALUE!) in discount or price cell",Correct raw Excel formula in sheet 'โปร และ เงื่อนไขการตัดขาย' and re-run parser
ACC-ERR-R123,,N/A,โปร และ เงื่อนไขการตัดขาย,123,YES (CURRENT_BATCH),SOURCE_FORMULA_ERROR,SOURCE_FORMULA_ERROR,#ERROR!,"Upstream Excel formula error (#ERROR!, #REF!, #VALUE!) in discount or price cell",Correct raw Excel formula in sheet 'โปร และ เงื่อนไขการตัดขาย' and re-run parser
ACC-ERR-R124,,N/A,โปร และ เงื่อนไขการตัดขาย,124,YES (CURRENT_BATCH),SOURCE_FORMULA_ERROR,SOURCE_FORMULA_ERROR,#ERROR!,"Upstream Excel formula error (#ERROR!, #REF!, #VALUE!) in discount or price cell",Correct raw Excel formula in sheet 'โปร และ เงื่อนไขการตัดขาย' and re-run parser
ACC-ERR-R125,,N/A,โปร และ เงื่อนไขการตัดขาย,125,YES (CURRENT_BATCH),SOURCE_FORMULA_ERROR,SOURCE_FORMULA_ERROR,#ERROR!,"Upstream Excel formula error (#ERROR!, #REF!, #VALUE!) in discount or price cell",Correct raw Excel formula in sheet 'โปร และ เงื่อนไขการตัดขาย' and re-run parser
ACC-ERR-R126,,N/A,โปร และ เงื่อนไขการตัดขาย,126,YES (CURRENT_BATCH),SOURCE_FORMULA_ERROR,SOURCE_FORMULA_ERROR,#ERROR!,"Upstream Excel formula error (#ERROR!, #REF!, #VALUE!) in discount or price cell",Correct raw Excel formula in sheet 'โปร และ เงื่อนไขการตัดขาย' and re-run parser
ACC-ERR-R127,,N/A,โปร และ เงื่อนไขการตัดขาย,127,YES (CURRENT_BATCH),SOURCE_FORMULA_ERROR,SOURCE_FORMULA_ERROR,#ERROR!,"Upstream Excel formula error (#ERROR!, #REF!, #VALUE!) in discount or price cell",Correct raw Excel formula in sheet 'โปร และ เงื่อนไขการตัดขาย' and re-run parser
ACC-ERR-R128,,N/A,โปร และ เงื่อนไขการตัดขาย,128,YES (CURRENT_BATCH),SOURCE_FORMULA_ERROR,SOURCE_FORMULA_ERROR,#ERROR!,"Upstream Excel formula error (#ERROR!, #REF!, #VALUE!) in discount or price cell",Correct raw Excel formula in sheet 'โปร และ เงื่อนไขการตัดขาย' and re-run parser
ACC-ERR-R129,,N/A,โปร และ เงื่อนไขการตัดขาย,129,YES (CURRENT_BATCH),SOURCE_FORMULA_ERROR,SOURCE_FORMULA_ERROR,#ERROR!,"Upstream Excel formula error (#ERROR!, #REF!, #VALUE!) in discount or price cell",Correct raw Excel formula in sheet 'โปร และ เงื่อนไขการตัดขาย' and re-run parser
ACC-ERR-R130,,N/A,โปร และ เงื่อนไขการตัดขาย,130,YES (CURRENT_BATCH),SOURCE_FORMULA_ERROR,SOURCE_FORMULA_ERROR,#ERROR!,"Upstream Excel formula error (#ERROR!, #REF!, #VALUE!) in discount or price cell",Correct raw Excel formula in sheet 'โปร และ เงื่อนไขการตัดขาย' and re-run parser
ACC-ERR-R131,,N/A,โปร และ เงื่อนไขการตัดขาย,131,YES (CURRENT_BATCH),SOURCE_FORMULA_ERROR,SOURCE_FORMULA_ERROR,#ERROR!,"Upstream Excel formula error (#ERROR!, #REF!, #VALUE!) in discount or price cell",Correct raw Excel formula in sheet 'โปร และ เงื่อนไขการตัดขาย' and re-run parser
ACC-ERR-R132,,N/A,โปร และ เงื่อนไขการตัดขาย,132,YES (CURRENT_BATCH),SOURCE_FORMULA_ERROR,SOURCE_FORMULA_ERROR,#ERROR!,"Upstream Excel formula error (#ERROR!, #REF!, #VALUE!) in discount or price cell",Correct raw Excel formula in sheet 'โปร และ เงื่อนไขการตัดขาย' and re-run parser
ACC-ERR-R133,,N/A,โปร และ เงื่อนไขการตัดขาย,133,YES (CURRENT_BATCH),SOURCE_FORMULA_ERROR,SOURCE_FORMULA_ERROR,#ERROR!,"Upstream Excel formula error (#ERROR!, #REF!, #VALUE!) in discount or price cell",Correct raw Excel formula in sheet 'โปร และ เงื่อนไขการตัดขาย' and re-run parser
ACC-ERR-R134,,N/A,โปร และ เงื่อนไขการตัดขาย,134,YES (CURRENT_BATCH),SOURCE_FORMULA_ERROR,SOURCE_FORMULA_ERROR,#ERROR!,"Upstream Excel formula error (#ERROR!, #REF!, #VALUE!) in discount or price cell",Correct raw Excel formula in sheet 'โปร และ เงื่อนไขการตัดขาย' and re-run parser
ACC-ERR-R135,,N/A,โปร และ เงื่อนไขการตัดขาย,135,YES (CURRENT_BATCH),SOURCE_FORMULA_ERROR,SOURCE_FORMULA_ERROR,#ERROR!,"Upstream Excel formula error (#ERROR!, #REF!, #VALUE!) in discount or price cell",Correct raw Excel formula in sheet 'โปร และ เงื่อนไขการตัดขาย' and re-run parser
ACC-ERR-R136,,N/A,โปร และ เงื่อนไขการตัดขาย,136,YES (CURRENT_BATCH),SOURCE_FORMULA_ERROR,SOURCE_FORMULA_ERROR,#ERROR!,"Upstream Excel formula error (#ERROR!, #REF!, #VALUE!) in discount or price cell",Correct raw Excel formula in sheet 'โปร และ เงื่อนไขการตัดขาย' and re-run parser
ACC-ERR-R137,,N/A,โปร และ เงื่อนไขการตัดขาย,137,YES (CURRENT_BATCH),SOURCE_FORMULA_ERROR,SOURCE_FORMULA_ERROR,#ERROR!,"Upstream Excel formula error (#ERROR!, #REF!, #VALUE!) in discount or price cell",Correct raw Excel formula in sheet 'โปร และ เงื่อนไขการตัดขาย' and re-run parser
ACC-ERR-R138,,N/A,โปร และ เงื่อนไขการตัดขาย,138,YES (CURRENT_BATCH),SOURCE_FORMULA_ERROR,SOURCE_FORMULA_ERROR,#ERROR!,"Upstream Excel formula error (#ERROR!, #REF!, #VALUE!) in discount or price cell",Correct raw Excel formula in sheet 'โปร และ เงื่อนไขการตัดขาย' and re-run parser
ACC-ERR-R139,,N/A,โปร และ เงื่อนไขการตัดขาย,139,YES (CURRENT_BATCH),SOURCE_FORMULA_ERROR,SOURCE_FORMULA_ERROR,#ERROR!,"Upstream Excel formula error (#ERROR!, #REF!, #VALUE!) in discount or price cell",Correct raw Excel formula in sheet 'โปร และ เงื่อนไขการตัดขาย' and re-run parser
ACC-ERR-R140,,N/A,โปร และ เงื่อนไขการตัดขาย,140,YES (CURRENT_BATCH),SOURCE_FORMULA_ERROR,SOURCE_FORMULA_ERROR,#ERROR!,"Upstream Excel formula error (#ERROR!, #REF!, #VALUE!) in discount or price cell",Correct raw Excel formula in sheet 'โปร และ เงื่อนไขการตัดขาย' and re-run parser
ACC-ERR-R141,,N/A,โปร และ เงื่อนไขการตัดขาย,141,YES (CURRENT_BATCH),SOURCE_FORMULA_ERROR,SOURCE_FORMULA_ERROR,#ERROR!,"Upstream Excel formula error (#ERROR!, #REF!, #VALUE!) in discount or price cell",Correct raw Excel formula in sheet 'โปร และ เงื่อนไขการตัดขาย' and re-run parser
ACC-ERR-R142,,N/A,โปร และ เงื่อนไขการตัดขาย,142,YES (CURRENT_BATCH),SOURCE_FORMULA_ERROR,SOURCE_FORMULA_ERROR,#ERROR!,"Upstream Excel formula error (#ERROR!, #REF!, #VALUE!) in discount or price cell",Correct raw Excel formula in sheet 'โปร และ เงื่อนไขการตัดขาย' and re-run parser
ACC-ERR-R143,,N/A,โปร และ เงื่อนไขการตัดขาย,143,YES (CURRENT_BATCH),SOURCE_FORMULA_ERROR,SOURCE_FORMULA_ERROR,#ERROR!,"Upstream Excel formula error (#ERROR!, #REF!, #VALUE!) in discount or price cell",Correct raw Excel formula in sheet 'โปร และ เงื่อนไขการตัดขาย' and re-run parser
ACC-ERR-R144,,N/A,โปร และ เงื่อนไขการตัดขาย,144,YES (CURRENT_BATCH),SOURCE_FORMULA_ERROR,SOURCE_FORMULA_ERROR,#ERROR!,"Upstream Excel formula error (#ERROR!, #REF!, #VALUE!) in discount or price cell",Correct raw Excel formula in sheet 'โปร และ เงื่อนไขการตัดขาย' and re-run parser
BR-S26U-512-CONFLICT,Galaxy S26 Ultra 512GB,SM-S948B512TH,BR-10-S26U,1,YES (CURRENT_BATCH),PRICE_EQUATION_MISMATCH,PRICE_EQUATION_MISMATCH;SOURCE_CONFLICT;PRICE_EQUATION_MISMATCH,,Net price does not equal RRP minus Standard Discount (arithmetic discrepancy),Verify discount calculation in source Excel table against official retail guideline
