Variant ID,Previous Status,Current Status,Status Changed,Reason,Error Code,Source File,Source Sheet,Source Row
RET-19 -27-R43-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx,19 -27  Aug,43
RET-19 -27-R44-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx,19 -27  Aug,44
RET- 17-18-R4-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,4
RET- 17-18-R4-TRADEUP,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,4
RET- 17-18-R4-FLASHSALE,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,4
RET- 17-18-R5-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,5
RET- 17-18-R5-TRADEUP,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,5
RET- 17-18-R5-STUDENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,5
RET- 17-18-R5-FLASHSALE,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,5
RET- 17-18-R6-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,6
RET- 17-18-R6-TRADEUP,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,6
RET- 17-18-R6-STUDENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,6
RET- 17-18-R6-FLASHSALE,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,6
RET- 17-18-R7-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,7
RET- 17-18-R8-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,8
RET- 17-18-R9-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,9
RET- 17-18-R10-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,10
RET- 17-18-R11-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,11
RET- 17-18-R12-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,12
RET- 17-18-R12-STUDENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,12
RET- 17-18-R13-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,13
RET- 17-18-R13-STUDENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,13
RET- 17-18-R14-STANDARD_PAYMENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,14
RET- 17-18-R15-STANDARD_PAYMENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,15
RET- 17-18-R16-TRADEUP,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,16
RET- 17-18-R17-TRADEUP,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,17
RET- 17-18-R18-TRADEUP,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,18
RET- 17-18-R19-TRADEUP,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,19
RET- 17-18-R20-TRADEUP,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,20
RET- 17-18-R21-TRADEUP,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,21
RET- 17-18-R22-TRADEUP,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,PRICE_EQUATION_MISMATCH,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,22
RET- 17-18-R23-TRADEUP,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,PRICE_EQUATION_MISMATCH,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,23
RET- 17-18-R24-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,24
RET- 17-18-R25-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,25
RET- 17-18-R26-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,26
RET- 17-18-R27-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,27
RET- 17-18-R28-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,28
RET- 17-18-R29-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,29
RET- 17-18-R29-STUDENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,29
RET- 17-18-R30-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,30
RET- 17-18-R30-STUDENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,30
RET- 17-18-R31-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,31
RET- 17-18-R31-STUDENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,31
RET- 17-18-R32-STANDARD_PAYMENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,32
RET- 17-18-R32-STUDENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,32
RET- 17-18-R33-STANDARD_PAYMENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,33
RET- 17-18-R33-STUDENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,33
RET- 17-18-R34-STANDARD_PAYMENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,34
RET- 17-18-R34-STUDENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,34
RET- 17-18-R35-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,35
RET- 17-18-R35-STUDENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,35
RET- 17-18-R36-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,36
RET- 17-18-R37-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,37
RET- 17-18-R37-STUDENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,37
RET- 17-18-R37-FLASHSALE,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,37
RET- 17-18-R38-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,38
RET- 17-18-R39-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,39
RET- 17-18-R40-STUDENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,40
RET- 17-18-R41-STANDARD_PAYMENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,41
RET- 17-18-R41-STUDENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,41
RET- 17-18-R42-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,42
RET- 17-18-R43-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,43
RET- 17-18-R44-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 17-18  Aug,44
RET- 14 Au-R4-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,4
RET- 14 Au-R4-TRADEUP,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,4
RET- 14 Au-R4-FLASHSALE,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,4
RET- 14 Au-R5-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,5
RET- 14 Au-R5-TRADEUP,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,5
RET- 14 Au-R5-STUDENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,5
RET- 14 Au-R5-FLASHSALE,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,5
RET- 14 Au-R6-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,6
RET- 14 Au-R6-TRADEUP,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,6
RET- 14 Au-R6-STUDENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,6
RET- 14 Au-R6-FLASHSALE,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,6
RET- 14 Au-R7-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,7
RET- 14 Au-R8-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,8
RET- 14 Au-R9-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,9
RET- 14 Au-R10-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,10
RET- 14 Au-R11-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,11
RET- 14 Au-R12-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,12
RET- 14 Au-R12-STUDENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,12
RET- 14 Au-R13-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,13
RET- 14 Au-R13-STUDENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,13
RET- 14 Au-R14-STANDARD_PAYMENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,14
RET- 14 Au-R15-STANDARD_PAYMENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,15
RET- 14 Au-R16-TRADEUP,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,16
RET- 14 Au-R17-TRADEUP,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,17
RET- 14 Au-R18-TRADEUP,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,18
RET- 14 Au-R19-TRADEUP,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,19
RET- 14 Au-R20-TRADEUP,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,20
RET- 14 Au-R21-TRADEUP,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,21
RET- 14 Au-R22-TRADEUP,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,PRICE_EQUATION_MISMATCH,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,22
RET- 14 Au-R23-TRADEUP,BLOCKED_INVALID,BLOCKED_INVALID,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,PRICE_EQUATION_MISMATCH,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,23
RET- 14 Au-R24-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,24
RET- 14 Au-R25-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,25
RET- 14 Au-R26-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,26
RET- 14 Au-R27-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,27
RET- 14 Au-R28-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,28
RET- 14 Au-R29-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,29
RET- 14 Au-R29-STUDENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,29
RET- 14 Au-R30-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,30
RET- 14 Au-R30-STUDENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,30
RET- 14 Au-R31-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,31
RET- 14 Au-R31-STUDENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,31
RET- 14 Au-R32-STANDARD_PAYMENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,32
RET- 14 Au-R32-STUDENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,32
RET- 14 Au-R33-STANDARD_PAYMENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,33
RET- 14 Au-R33-STUDENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,33
RET- 14 Au-R34-STANDARD_PAYMENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,34
RET- 14 Au-R34-STUDENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,34
RET- 14 Au-R35-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,35
RET- 14 Au-R35-STUDENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,35
RET- 14 Au-R36-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,36
RET- 14 Au-R37-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,37
RET- 14 Au-R37-STUDENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,37
RET- 14 Au-R37-FLASHSALE,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,37
RET- 14 Au-R38-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,38
RET- 14 Au-R39-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,39
RET- 14 Au-R40-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,40
RET- 14 Au-R40-STUDENT,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,40
RET- 14 Au-R41-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,41
RET- 14 Au-R42-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,42
RET- 14 Au-R43-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 14 Aug -16 Aug,43
RET- 7 Aug-R4-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 7 Aug - 12 Aug,4
RET- 7 Aug-R4-TRADEUP,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 7 Aug - 12 Aug,4
RET- 7 Aug-R4-FLASHSALE,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 7 Aug - 12 Aug,4
RET- 7 Aug-R5-SF_PLUS,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 7 Aug - 12 Aug,5
RET- 7 Aug-R5-TRADEUP,EXPIRED,EXPIRED,NO,คงสถานะตามผลการตรวจ 2D Header-Guided,-,Aug_ 2026 Promotion Retail_Shop Samsung .xlsx, 7 Aug - 12 Aug,5
